0,1,2,3,4,5,6,7,8,9,10,11,step,instrument,label
0.0026922282062994867,0.25184383663097376,0.0103940189155837,0.004943409047062255,0.41416420210893556,0.016529007310041106,0.0028744519780805823,0.00782911783960554,0.09699116801757772,0.13245115270720967,0.004410209033279758,0.054877198205350745,0,Accordion,0
0.0026263456231774137,0.27603258587915885,0.015686046433891356,0.005419407420939771,0.3573053923141595,0.015999861181320477,0.0031590804630303687,0.007703591191290023,0.10409510319257706,0.14836990187500576,0.0017645603288795448,0.06183812409656991,1,Accordion,0
0.0022083133298997767,0.2636165733210064,0.017624125780539374,0.0065244129475530875,0.35723407303516314,0.012981179880763728,0.0023948029004697696,0.008496973763629487,0.11229813049750943,0.15165299018844053,0.001541970122770899,0.06342645423225447,2,Accordion,0
0.0024362526897777448,0.31351258722853326,0.016598086268953365,0.005523110954783345,0.3474795502913182,0.015660816704091737,0.0024549573664779376,0.007456296887754573,0.09078878941460254,0.13853734709593993,0.0018056422768690991,0.057746562820898184,3,Accordion,0
0.005563274973803666,0.2727837386077588,0.010591944344566614,0.007596324156242002,0.33010641393268036,0.014647650926640948,0.006624338432181106,0.010369481663812616,0.1483399836154746,0.1348029619365319,0.00616619217827384,0.05240769523203355,0,Accordion,0
0.0028683283796811575,0.32568986164925606,0.011066255796893265,0.005392255147935582,0.3442330821810155,0.012530854043700945,0.003194886797233608,0.006746409436757377,0.11978633731000284,0.12391508190639268,0.0022327677344390023,0.042343879616691844,1,Accordion,0
0.0026091502962259793,0.33930158838544083,0.009513914822900621,0.004755132507394755,0.35944669101692556,0.011232825334143458,0.003019866444084645,0.0058294150020441835,0.10246601293300464,0.12404337190707886,0.0018766690899851063,0.035905362260771324,2,Accordion,0
0.002723579850873137,0.29834849031157823,0.009287888375684556,0.004036752019772155,0.3886720373790123,0.012726275286314195,0.0030986779870569867,0.0057120684944335495,0.10741026882586595,0.12487350659982369,0.0018902556478141983,0.04122019922177097,3,Accordion,0
0.001757027969364241,0.3045438513485528,0.010046476131311604,0.004499852987319749,0.40175954818862264,0.011909999397433537,0.0022309412484333995,0.00460560326335866,0.09553365579580538,0.12658313889318493,0.001473472824888496,0.03505643195172455,4,Accordion,0
0.0024328120773804847,0.3282221940617977,0.006991235061403443,0.0035109968624824706,0.3814151003966636,0.011109526764288927,0.002672745708200406,0.005504790343941632,0.08963172876461308,0.13382271124074221,0.0016978311252985232,0.03298832759318757,5,Accordion,0
0.003265310696311889,0.3309334944156367,0.004531072320332091,0.004571045370644061,0.358586833041942,0.007614621435667057,0.0012957890495195585,0.00416232193350078,0.0794251158027001,0.1666795987704351,0.004234373492350812,0.03470042367095964,0,Accordion,0
0.003356035533143718,0.31496566206157844,0.008354182008861299,0.004337754875622588,0.4032874518258881,0.0040064942362479355,0.0006245453980499844,0.004166362587816089,0.07770782413688317,0.1408895127522832,0.002696837328391112,0.03560733725523444,1,Accordion,0
0.0039502981908856654,0.32916296655387306,0.007960296552154206,0.0028520249957250886,0.3906748846520534,0.005189114834461542,0.0012335587487077584,0.003151034475226579,0.0646961584452227,0.1600567912599356,0.0025216234744606584,0.028551247817293766,2,Accordion,0
0.003193635705078362,0.30613613737933415,0.007907753397459444,0.0036604560794429937,0.38764867458335067,0.004411727541305754,0.000492827558514841,0.0032899706635745956,0.0746265256855109,0.17592156005227955,0.001696092594186305,0.031014638759962528,3,Accordion,0
0.0032695718718510607,0.3218185689458024,0.004837565343304404,0.002411581828809865,0.37782016561537457,0.004925321335140381,0.0008470798209768664,0.0035898399952087137,0.06329519558934761,0.1809804445213176,0.003478989082771861,0.03272567605009482,4,Accordion,0
0.0012410807455935252,0.33359105566330916,0.0036767651680037618,0.003997352242183112,0.3392811720104962,0.0052035671852400925,0.0008652377101068865,0.0033330727626377584,0.05024288844098975,0.22788612825753346,0.0041431132842441355,0.026538566529662237,5,Accordion,0
0.0025738816274420203,0.3666661544631435,0.006071118297415837,0.0032008087787089227,0.2716687176690958,0.006078333978870508,0.0012154499527278712,0.004894471469259361,0.10805176455946061,0.1770696909811395,0.002300998755467262,0.0502086094672688,0,Accordion,0
0.0035345271047822592,0.32106787537700143,0.0066298577859122,0.002508979013576608,0.32079198736684006,0.00450536602957565,0.0006673834714048105,0.003332823582904065,0.08459448049910005,0.20545049300224494,0.0013029947697208184,0.04561323199693691,1,Accordion,0
0.005013112106479556,0.24436050757714325,0.011316797001837301,0.009204593239437047,0.3170860481982362,0.022063881924856095,0.005538273082351517,0.01210480610483797,0.16494556663331614,0.1359233526050536,0.0063329734978995545,0.06611008802855205,0,Accordion,0
0.0023397703055705998,0.30040988287567116,0.009710004405557776,0.004807016779778535,0.28235540880268556,0.014597292571635284,0.0018661394398172908,0.009043198779130165,0.1523151709957238,0.16751121533478808,0.0019443707466035224,0.05310052896303805,1,Accordion,0
0.0020716132920385773,0.3157636350896501,0.012048901397605059,0.005110837904049109,0.29404318716907196,0.011636092409468834,0.0017261390382064228,0.009367906291851353,0.13622202300949401,0.16099382497566872,0.001296175089384556,0.049719664333511465,2,Accordion,0
0.0023661394649198164,0.3543876606821467,0.011148470729901156,0.003530275547054714,0.29716723816835516,0.01285747894388524,0.0018938450493747683,0.006706338571968537,0.11174530773639542,0.1474976528943307,0.0014064684869252264,0.04929312372474249,3,Accordion,0
0.001828688176297324,0.30474919938230455,0.010737260243608325,0.0038664053925957925,0.33532083946864955,0.014059213119837398,0.0016307610701387567,0.006503492143994281,0.1170107144316441,0.14917021546333897,0.0012568469229305085,0.05386636418466034,4,Accordion,0
0.0018709935759338833,0.28715388846270634,0.008819138023001353,0.0028501663598927015,0.348593429388009,0.011857949611445035,0.0013104476630737794,0.00690292858172726,0.12273889104612472,0.15935376583550506,0.0010757253984474073,0.04747267605413332,5,Accordion,0
0.0013530256062801232,0.29283810713365194,0.006978029623848996,0.004014130522399991,0.3571160524285265,0.012653892132491979,0.001482223834320327,0.007830262667887363,0.11841482115842723,0.15195874926583658,0.0015828345208180022,0.04377787110551086,6,Accordion,0
0.0061515205785299095,0.2911635520298747,0.011780471714044933,0.008466690449358319,0.3396507735295715,0.01869566901681584,0.0058306183795781745,0.013415260249069895,0.12508983900685602,0.1283947956143162,0.006971660090318507,0.04438914934166594,0,Accordion,0
0.0022798501407151365,0.3003286245786911,0.01006370410025409,0.005051124370131723,0.36895904678671515,0.014906128012297874,0.0026642845383083942,0.008603145663842642,0.0997686735772636,0.1423943565763448,0.002837480915789945,0.04214358073964562,1,Accordion,0
0.00235785539972573,0.28501919204811726,0.00783608506828268,0.0037034947272913494,0.3872266590739437,0.014748350587105231,0.0021419809219298297,0.008521885356104743,0.09163875577792627,0.15279303426492705,0.0020749332953171034,0.04193777347932905,2,Accordion,0
0.0017139840248315524,0.2853753055327803,0.0072216126413671,0.003545965169095349,0.3881680371914729,0.010435068522627319,0.0017303436104058206,0.008518312007183965,0.09017806771859814,0.16412899602289344,0.0014997433431615088,0.03748456421558275,3,Accordion,0
0.003666199252931556,0.33144111626560163,0.007951787286958112,0.007793185363757587,0.31562899565643354,0.00902107180302295,0.0037248648245441812,0.00825556077668498,0.08902223757232364,0.1571370656616771,0.004767443437208515,0.061590472098856014,0,Accordion,0
0.0025289491172635647,0.3168895386445085,0.006019536244892157,0.005245820766425015,0.3911507726423165,0.005887570895248672,0.0025748050509990087,0.005682897890945153,0.07727103255547989,0.1250379563836149,0.002812306333079091,0.058898813475227525,1,Accordion,0
0.002275272013156137,0.344175057306601,0.006073169928971482,0.0022682977436682566,0.3997596054742107,0.00401253818626132,0.0013546983604618822,0.004861635994340608,0.055738502155188926,0.125557704166023,0.0024625858041280877,0.05146093286698862,2,Accordion,0
0.0019870729383620793,0.3150342154967498,0.0071925339083585005,0.0027884950281220097,0.4078465810913024,0.0037739853214609235,0.0008808656553952273,0.003592001601254329,0.04699886839838305,0.15273444576161446,0.0015495564539936395,0.05562137834500343,3,Accordion,0
0.003970128828895894,0.32007779803766273,0.007613194030884801,0.002961290578986381,0.40040281738687683,0.006047625572155321,0.0010881916539777338,0.004031594155831053,0.05440809647274399,0.13632356788433994,0.0038628174213473083,0.05921287797629787,4,Accordion,0
0.004945012025736762,0.3201843057809244,0.0069464914140558495,0.004711188114952786,0.34891430632547193,0.009445060521160243,0.001589275583218913,0.003989862841998286,0.0526353328064026,0.182638194678825,0.004754968103920497,0.0592460018033327,5,Accordion,0
0.0036477653468463835,0.34397802367199154,0.00944462064517121,0.004991530085296142,0.3393482761974142,0.006802065927075521,0.0016122928837373712,0.0048386299593429554,0.08372213077231608,0.1434214796016945,0.002307316253796282,0.05588586865531785,0,Accordion,0
0.004344566117862993,0.3335059930941059,0.01180949830775906,0.0025989920792291402,0.3687413053047987,0.005696635794330722,0.0015893234432509,0.00412555464595386,0.07048409317817815,0.14670766781244438,0.0014547493719736123,0.04894162085011252,1,Accordion,0
0.004310515734670243,0.3412561556388064,0.012884195482773387,0.0041127075760979,0.36662001340057854,0.00399019107726622,0.0006451924215735878,0.0032038277219103685,0.06665583090337732,0.15269849237803615,0.002750592188136932,0.04087228547677282,2,Accordion,0
0.0045688736785676224,0.3448928929409109,0.010474266757314565,0.002157731139685052,0.34846282260377853,0.0060019412370996,0.0013668656233585352,0.0038175662789903648,0.06693840811487049,0.1734559076944991,0.0014095179397452665,0.03645320599117994,3,Accordion,0
0.0019617339454754963,0.32333196879481546,0.00875897963340499,0.004306069582893481,0.3809807435908309,0.005763569704092043,0.0009564084789187944,0.003425415156694509,0.05370982845611151,0.18222918765278892,0.0036234155573142686,0.030952679446659494,4,Accordion,0
0.0020056697543133248,0.3927524329902636,0.004432060189659488,0.002420734015836324,0.25936330164801874,0.00709835484213823,0.0013591455775036367,0.00373026384601905,0.06832293633796081,0.2183971245355498,0.0020589113818953865,0.0380590648808416,0,Accordion,0
0.003152720067671852,0.36595213579176034,0.010756917123804865,0.0036926546234788914,0.3177436984910674,0.005533670060838895,0.0009075846083305251,0.0031618253839739746,0.07126960076909207,0.17674091317568047,0.003092101377879552,0.03799617852642116,1,Accordion,0
0.0027465016260293444,0.34770364792964636,0.007804040228597432,0.003603159431788046,0.29488515091423007,0.005454547440208007,0.001224577691866243,0.003638439258669503,0.10305926802248401,0.17895328603776242,0.0020982208568766556,0.04882916056184214,2,Accordion,0
0.0020277521948521,0.28140755373971377,0.006247359585007245,0.004249543530088787,0.3315134376525998,0.006643469398062407,0.0013473013436522548,0.003244420411912948,0.12463753797653562,0.1829407429499744,0.0032356438022057526,0.05250523741539483,3,Accordion,0
0.002850037600927895,0.24111595716758297,0.010954773125605922,0.0062007211497561165,0.3432212055904682,0.021409028123949764,0.003310365282471257,0.005974044293795612,0.16743065659422457,0.14235011827133892,0.0032770137348414863,0.051906079065037115,0,Accordion,0
0.0014116491185164545,0.28797696395915834,0.00737157855332455,0.002809377368433743,0.31013558190124774,0.015415056908396398,0.0015530946920053199,0.004056769436058647,0.15383364564601298,0.16587565971170093,0.0013235929678092583,0.0482370297373358,1,Accordion,0
0.0013573944539559872,0.3241574514008492,0.00955583431741355,0.0037639162386295176,0.29393779428025046,0.010029810383369142,0.0012954142696165788,0.003957569114319944,0.15347379730837313,0.14905833586338865,0.0009609599039177473,0.048451722465916,2,Accordion,0
0.0019495837921023015,0.34724640373093446,0.010493591175467895,0.0040975760268425815,0.27753245476777016,0.01135304620489896,0.0019626170325971843,0.0053326480362419475,0.1477422557276657,0.14153540499685457,0.0013574717587178367,0.04939694674990616,3,Accordion,0
0.0019355755728022034,0.3263200516720151,0.010945042535147931,0.005187201178203881,0.30702543439632296,0.011638970085061966,0.00244064764771407,0.006660771272176318,0.13513265118926954,0.14132774113396498,0.001838903275198089,0.04954701004212296,4,Accordion,0
0.0019442682829884524,0.3266218252337574,0.010260664624400099,0.004865247485243089,0.32825014288440346,0.009273251821075365,0.002679299477777554,0.006065149540061293,0.12227002339367554,0.13862019484105234,0.0017239009114237648,0.04742603150414174,5,Accordion,0
0.20317741841878864,0.07315830208247835,0.028286715808611307,0.006754412700146815,0.30480562561881996,0.004477550427782921,0.005875479213711757,0.17670400033342226,0.009889911792701846,0.13287252994961038,0.012450244151266334,0.041547809502659565,0,Accordion,1
0.2023023700109072,0.09624968046467011,0.02769322179492377,0.004062565542548034,0.28573427410233243,0.0038260089734000577,0.003713071267889366,0.16155976995275564,0.004666723849437652,0.15584131024847464,0.008398778457491998,0.04595222533516903,1,Accordion,1
0.23393467939475468,0.09635435860440156,0.02729618658498862,0.0037895637131176237,0.28221406544286753,0.003925313171586708,0.002508508661126925,0.1429736868667613,0.006522426878107871,0.1480318950578343,0.011258662879054894,0.041190652745397766,2,Accordion,1
0.18996441352675703,0.04523275715487326,0.013457631048591634,0.005961747088268697,0.2843186683990516,0.003755388204853046,0.005067046535686592,0.21964386424214552,0.009025738949528688,0.14289690121563758,0.014050623782816359,0.06662521985179004,0,Accordion,1
0.18624393504940326,0.047465708653933146,0.010277405926200613,0.002330350590021549,0.3549800165829631,0.0014332335759732202,0.0023707149523249037,0.17082758609572532,0.006434245744058925,0.14371126524146444,0.013081107296327813,0.06084443029160368,1,Accordion,1
0.18238057065859828,0.040508341934888364,0.012195404485444606,0.0038657672687819034,0.3023492324654718,0.0018781117239819723,0.0032076083263418717,0.19421575320100223,0.00925478509810195,0.16343637564405453,0.013606869976921405,0.07310117921641127,2,Accordion,1
0.20723099369926787,0.06435578889833203,0.028630500493526754,0.006495554328327825,0.3320219797372927,0.005395088120650601,0.004461020422518519,0.1687636788523459,0.00700668113288248,0.1370725513054826,0.009730886280297009,0.028835276729075654,0,Accordion,1
0.20194061305622862,0.09091761416900905,0.029001628046790073,0.004964812284154598,0.30206631057738637,0.0036015470697934072,0.002964929319101579,0.16927859778049348,0.004745623861320859,0.1495267077087466,0.009033121036634792,0.031958495090340634,1,Accordion,1
0.1907623676062119,0.09845835896799339,0.025765517116491048,0.003959996311513459,0.33670928752244283,0.002575682600484089,0.002208282564479243,0.15267538549511595,0.0029554129124487742,0.147576043136855,0.007322834353297952,0.029030831412666228,2,Accordion,1
0.19184770976364454,0.09493069942038251,0.025169645192344853,0.003047427035263217,0.329541223251331,0.0018925743829859578,0.0019826598888790944,0.13935720108815797,0.003861251169990903,0.16872593927660628,0.006671456601685575,0.03297221292872809,3,Accordion,1
0.26241190193620206,0.09048244578799175,0.0199135829117906,0.007004347452227454,0.250152289894929,0.005725757866921804,0.0055995433860332785,0.16460800300701622,0.00700217904962949,0.12472828630119928,0.014348611203442134,0.04802305120261697,0,Accordion,1
