0,1,2,3,4,5,6,7,8,9,10,11
0.005289748922643514,0.10682288570904784,0.008568813640261167,0.0138160918464885,0.41179509384976076,0.015361743699904671,0.03679777647538267,0.014542712822253593,0.0094104684656613,0.3643615293601718,0.009015838532194854,0.004217296676229409
0.006704815857653198,0.12700580430973596,0.008681891875479701,0.015580443041756912,0.3513485236762261,0.0076056092591307006,0.0010087013060665596,0.0017457893556672153,0.008589962437215168,0.4462415917370992,0.01724528028903131,0.008241586854938011
0.0010344153701337332,0.04179848567105727,0.0034273596297494905,0.004157158024557267,0.41230540092143014,0.01348292077300262,0.0013934814717854963,0.0019944380107546344,0.003697631717976478,0.5095179798922778,0.0039900051437179755,0.00320072337355707
0.0030554968610489565,0.12567663715184033,0.011612590998680245,0.008408896182061523,0.40853879471092547,0.004442462411704512,0.014844497022569444,0.009215459302136365,0.006435862480936734,0.3897918277554493,0.006975698117421998,0.011001777005225245
0.0027331401544515715,0.09983984370818685,0.01389607998265555,0.012737778637007428,0.15563676835441687,0.010404645010342307,0.006698721701409017,0.007022793516067132,0.018963135682087844,0.6273394007945491,0.014536622615781475,0.03019106984304499
0.0018087146070511662,0.025023829113557276,0.004694726360037217,0.001314367011919646,0.37134141688679906,0.002009547780432889,0.0017197994780062187,0.00257266557082186,0.00948915202629271,0.5489461948362973,0.0098025194269042,0.02127706690188055
0.0014425534839906135,0.014119841273632031,0.004144719697678271,0.0016350254020993597,0.14639156629528008,0.012560212860191362,0.004608377828193191,0.0016352570559214463,0.0015844479230916319,0.791178234372726,0.002256359380400216,0.01844340442679566
0.004241423713554715,0.04911225990660926,0.006164550173146298,0.013127004122627916,0.27054493135149404,0.041862983721351964,0.005863628218373274,0.018150389914920368,0.04159548195985476,0.5337272802163312,0.004073594303705988,0.011536472398030158
0.0030169853929389,0.08672140116596516,0.006436799326554106,0.006652912262978568,0.1451264726059409,0.010924045819952847,0.0023353473589940504,0.004126909250326133,0.03298506479346922,0.6746431961679945,0.013358684569460542,0.013672181285424979
0.00265097333716643,0.09304311918591747,0.0024319565453688363,0.0030904669591802505,0.2038388880634907,0.006886804431145234,0.0018806561817194915,0.0032103266405174562,0.02072279334684802,0.644126480362367,0.008941407629881767,0.009176127316397378
0.003576239869298028,0.12811976938502675,0.00327892486056602,0.0028190333772004023,0.07787507181452277,0.006517331458885551,0.0032537003678880932,0.00579565576011893,0.028056123338186474,0.7219659889294595,0.011661387629136663,0.00708077320971077
0.014530397173877796,0.12266415902971041,0.007928687273998774,0.006344016322758454,0.09876490205618989,0.02230482690989724,0.007521039905036145,0.008112206559273081,0.0155944405090321,0.6727955254096833,0.012698861188119862,0.010740937662422876
0.008549591037756647,0.30681532414833845,0.013162943218379323,0.0069311179286483384,0.23327364667217595,0.02518507888717133,0.07637761323427335,0.00842366764642395,0.038025154227103716,0.25265358775680224,0.005041069876520099,0.02556120536640675
0.007101738659400878,0.3176370299915165,0.02024045349137974,0.011531197755013716,0.24682839333730072,0.006739447682131095,0.002969333744841948,0.0018837783140774804,0.010530961797706075,0.3220654590051464,0.003329327997514668,0.049142878223970836
0.0018168375338392696,0.11516888817368374,0.0066366520122614035,0.0046536632379284674,0.5882884076551713,0.005115622785747692,0.0016920322201045826,0.0014203622295771686,0.004456218388264092,0.2539048157375788,0.0003447785188810345,0.016501721506962466
0.0036760307036151647,0.053665412891910985,0.004020488062926357,0.01005354608918674,0.4204993875070667,0.0062387752350033755,0.00157237127836759,0.0013307577138539268,0.006106305688749056,0.46733325556592054,0.0061229633165150645,0.019380705946884447
0.0038809907196656296,0.21721655751752647,0.012898861788513032,0.006742465981452492,0.1792693325698146,0.006957994239285526,0.0471178557643467,0.0050435728848893,0.013726867978428479,0.48252608538648273,0.006899251660884565,0.017720163508710682
0.003213666566407502,0.18243706515099412,0.01631857252526941,0.006564061101867369,0.12871688452171853,0.003663124437754039,0.0013725606045699025,0.0014297903606117766,0.0045297678761207355,0.6340736289411851,0.0010318771542588113,0.01664900075924253
0.0030226106470514504,0.10027568719031939,0.014297103250479115,0.0027473306525661093,0.17458352851993397,0.0014763357789246315,0.0006869558511114067,0.0008736812058769897,0.0034653986227222186,0.6704654819584409,0.003151182295772183,0.02495470402680168
0.0006636003419034987,0.07632268811497142,0.014622671487071654,0.00761342608475664,0.12386397097687511,0.0012626179013910772,0.00032620164970346976,0.0008672523076481427,0.006458279555558844,0.7374837903925704,0.004948788515893585,0.02556671267165596
0.00257567998159376,0.38111237757075384,0.01792086459298028,0.011060760763399888,0.07009599496129666,0.01067564702109436,0.048674899670561864,0.009567461858474617,0.01326445009263029,0.4149302440834637,0.008510537302104246,0.011611082101646672
0.0029840275274293933,0.17174688575737596,0.01599455582339913,0.0037530685707696356,0.08207966304473138,0.001639785947709554,0.0006345996581421712,0.0010039173250646612,0.0017859486435557554,0.7124524722113491,0.0006577566387624945,0.005267318851710696
0.003274590895126862,0.0958428330776513,0.0071545418291605175,0.0026344809648027132,0.13692015906436839,0.0019992441458495836,0.0006336021902652062,0.0007585829168312916,0.0020881484491070035,0.7411354062862711,0.0029178150239501798,0.004640595156615974
0.002514500686370726,0.06772602992604414,0.0036595514625018116,0.001402105987220773,0.1050900758724149,0.004251528833560301,0.0033441133690179847,0.002769985653258276,0.01861058067157115,0.7694481642523283,0.012541243199700562,0.008642120086010865
0.007803402129425059,0.3438394759871985,0.032462998511109876,0.012637970720472382,0.23518463285869895,0.024729022219844222,0.017970323682292597,0.008598098751812538,0.0318211826035432,0.25759387133300715,0.006028403639361489,0.021330617563233956
0.0061802960308650545,0.2369362564177807,0.01692622116779737,0.0014658198405822305,0.2497974969578737,0.004365037311630855,0.002621242569907318,0.0022011370944043734,0.008004497995490042,0.4522654354918677,0.001241592785375421,0.017994966336425267
0.00535021733761934,0.1449721524657847,0.008205667067946279,0.0018934701816693419,0.23915568075942392,0.004593650650552037,0.0019465909533421023,0.0021923519997699634,0.003707849834004958,0.5602760309096366,0.0025199091425603544,0.025186428697690447
0.006250618624442573,0.1172265640097196,0.007493818078380573,0.0030678437212877333,0.2120870275832698,0.0047866072505709165,0.0017901746318383085,0.0018321139593121818,0.0028827295083864763,0.5994724527832107,0.0046062576768713,0.038503792172709904
0.004537581116659696,0.21791448402257174,0.01856621863937304,0.00718065648639248,0.1822783299904081,0.01398680372345863,0.06918991006579317,0.008274078325367813,0.029028628803514134,0.36682530890177967,0.0065279399049377705,0.07569006001974382
